Drug_ID	Drug	Y
"6-(2-phenylpyrazolo[1,5-a]pyridin-3-yl)-2-(2-piperidin-1-ylethyl)pyridazin-3-one"	"C1CCN(CC1)CCN2C(=O)C=CC(=N2)C3=C4C=CC=CN4N=C3C5=CC=CC=C5"	0.38
"1-[4-[2-(cyclopropylmethoxy)ethyl]phenoxy]-3-(propan-2-ylamino)propan-2-ol"	"CC(C)NCC(COC1=CC=C(C=C1)CCOCC2CC2)O"	0.39
"n-[(5-methoxy-2,3-dihydro-1-benzofuran-7-yl)methyl]-2-phenylpiperidin-3-amine"	"COC1=CC2=C(C(=C1)CNC3CCCNC3C4=CC=CC=C4)OCC2"	0.39
"9-chloro-13-oxa-4-azatetracyclo[12.4.0.02,6.07,12]octadeca-1(18),7(12),8,10,14,16-hexaene"	"C1C2C(CN1)C3=C(C=CC(=C3)Cl)OC4=CC=CC=C24"	0.39
"1-[(4-fluorophenyl)methyl]-2-[(3r)-piperidin-3-yl]benzimidazole"	"C1C[C@H](CNC1)C2=NC3=CC=CC=C3N2CC4=CC=C(C=C4)F"	0.39
"hexafluoro-lambda6-sulfane"	"FS(F)(F)(F)(F)F"	0.4
"1,2-xylene"	"CC1=CC=CC=C1C"	0.4
"propan-2-yl acetate"	"CC(C)OC(=O)C"	0.4
"17-ethynyl-17-hydroxy-7,13-dimethyl-1,2,4,6,7,8,9,11,12,14,15,16-dodecahydrocyclopenta[a]phenanthren-3-one"	"CC1CC2=C(CCC(=O)C2)C3C1C4CCC(C4(CC3)C)(C#C)O"	0.4
"(7r,8r,9s,13s,14s,17r)-17-ethynyl-17-hydroxy-7,13-dimethyl-1,2,4,6,7,8,9,11,12,14,15,16-dodecahydrocyclopenta[a]phenanthren-3-one"	"C[C@@H]1CC2=C(CCC(=O)C2)[C@@H]3[C@@H]1[C@@H]4CC[C@]([C@]4(CC3)C)(C#C)O"	0.4
"pentyl acetate"	"CCCCCOC(=O)C"	0.4
"2-phenyl-n-[[2-propan-2-yloxy-5-(trifluoromethoxy)phenyl]methyl]piperidin-3-amine"	"CC(C)OC1=C(C=C(C=C1)OC(F)(F)F)CNC2CCCNC2C3=CC=CC=C3"	0.41
"5-amino-1-cyclopropyl-7-[(3r,5s)-3,5-dimethylpiperazin-1-yl]-6,8-difluoro-4-oxoquinoline-3-carboxylic acid"	"C[C@@H]1CN(C[C@@H](N1)C)C2=C(C(=C3C(=C2F)N(C=C(C3=O)C(=O)O)C4CC4)N)F"	0.41
"n-(4-bromo-2,6-dichlorophenyl)-4,5-dihydro-1h-imidazol-2-amine"	"C1CN=C(N1)NC2=C(C=C(C=C2Cl)Br)Cl"	0.41
"butyl 4-aminobenzoate"	"CCCCOC(=O)C1=CC=C(C=C1)N"	0.42
"3-[5-[(2,4-dimethoxyphenyl)methylidene]-3,4-dihydro-2h-pyridin-6-yl]pyridine"	"COC1=CC(=C(C=C1)C=C2CCCN=C2C3=CN=CC=C3)OC"	0.42
"tert-butylbenzene"	"CC(C)(C)C1=CC=CC=C1"	0.43
"5-(azepan-1-yl)-13-(dimethylamino)-8-thia-3,5,10-triazatricyclo[7.4.0.02,7]trideca-1(13),2(7),3,9,11-pentaen-6-one"	"CN(C)C1=C2C3=C(C(=O)N(C=N3)N4CCCCCC4)SC2=NC=C1"	0.43
"1-[(4-fluorophenyl)methyl]-2-[(3r)-1-methylpiperidin-3-yl]benzimidazole"	"CN1CCC[C@H](C1)C2=NC3=CC=CC=C3N2CC4=CC=C(C=C4)F"	0.43
"n-(6-chloropyridin-3-yl)-3,4-difluorobenzamide"	"C1=CC(=C(C=C1C(=O)NC2=CN=C(C=C2)Cl)F)F"	0.44
"n-[3-[3-(piperidin-1-ylmethyl)phenoxy]propyl]-1,3-thiazol-2-amine"	"C1CCN(CC1)CC2=CC(=CC=C2)OCCCNC3=NC=CS3"	0.44
"2-methylpropyl acetate"	"CC(C)COC(=O)C"	0.45
"styrene"	"C=CC1=CC=CC=C1"	0.45
"[(3r)-4-(dimethylamino)-3-methyl-1,2-diphenylbutan-2-yl] propanoate"	"CCC(=O)OC(CC1=CC=CC=C1)(C2=CC=CC=C2)[C@H](C)CN(C)C"	0.46
"8-[4-(4-fluorophenyl)-4-oxobutyl]-3-methyl-1-phenyl-1,3,8-triazaspiro[4.5]decan-4-one"	"CN1CN(C2(C1=O)CCN(CC2)CCCC(=O)C3=CC=C(C=C3)F)C4=CC=CC=C4"	0.46
"2-benzhydryl-n-[(5-tert-butyl-2-methoxyphenyl)methyl]-1-azabicyclo[2.2.2]octan-3-amine"	"CC(C)(C)C1=CC(=C(C=C1)OC)CNC2C3CCN(C2C(C4=CC=CC=C4)C5=CC=CC=C5)CC3"	0.46
"n-(2,4,6-trichlorophenyl)-4,5-dihydro-1h-imidazol-2-amine"	"C1CN=C(N1)NC2=C(C=C(C=C2Cl)Cl)Cl"	0.47
"n-butan-2-yl-1-(2-chlorophenyl)-n-methylisoquinoline-3-carboxamide"	"CCC(C)N(C)C(=O)C1=CC2=CC=CC=C2C(=N1)C3=CC=CC=C3Cl"	0.48
"n-[(6-methoxy-2-methyl-1,3-benzothiazol-5-yl)methyl]-2-phenylpiperidin-3-amine"	"CC1=NC2=C(S1)C=C(C(=C2)CNC3CCCNC3C4=CC=CC=C4)OC"	0.48
"2-benzhydryl-n-[(2-methoxy-5-propan-2-ylphenyl)methyl]-1-azabicyclo[2.2.2]octan-3-amine"	"CC(C)C1=CC(=C(C=C1)OC)CNC2C3CCN(C2C(C4=CC=CC=C4)C5=CC=CC=C5)CC3"	0.48
"1-[6-(diethylaminomethyl)-1,2,3,4-tetrahydronaphthalen-2-yl]-4-[2-(4-fluorophenyl)ethyl]piperazin-2-one"	"CCN(CC)CC1=CC2=C(CC(CC2)N3CCN(CC3=O)CCC4=CC=C(C=C4)F)C=C1"	0.48
"5-chloro-1-(3-chlorophenyl)sulfonyl-4-piperazin-1-ylindole"	"C1CN(CCN1)C2=C(C=CC3=C2C=CN3S(=O)(=O)C4=CC(=CC=C4)Cl)Cl"	0.48
"9h-pyrido[3,4-b]indole"	"C1=CC=C2C(=C1)C3=C(N2)C=NC=C3"	0.48
"5-(4-chlorophenyl)-6-ethylpyrimidine-2,4-diamine"	"CCC1=C(C(=NC(=N1)N)N)C2=CC=C(C=C2)Cl"	0.49
"n-[(6-methoxy-2-methyl-1,3-benzoxazol-5-yl)methyl]-2-phenylpiperidin-3-amine"	"CC1=NC2=C(O1)C=C(C(=C2)CNC3CCCNC3C4=CC=CC=C4)OC"	0.49
"5-methyl-2,5,19-triazatetracyclo[13.4.0.02,7.08,13]nonadeca-1(15),8,10,12,16,18-hexaene"	"CN1CCN2C(C1)C3=CC=CC=C3CC4=C2N=CC=C4"	0.5
"n'-[(4-methoxyphenyl)methyl]-n,n-dimethyl-n'-pyridin-2-ylethane-1,2-diamine"	"CN(C)CCN(CC1=CC=C(C=C1)OC)C2=CC=CC=N2"	0.5
"6-chloro-5-phenyl-1,3-dihydro-1,4-benzodiazepin-2-one"	"C1C(=O)NC2=C(C(=CC=C2)Cl)C(=N1)C3=CC=CC=C3"	0.5
"nonane"	"CCCCCCCCC"	0.52
"16-methyl-14-oxa-4-azatetracyclo[13.4.0.02,7.08,13]nonadeca-1(19),8,10,12,15,17-hexaen-7-ol"	"CC1=C2C(=CC=C1)C3CNCCC3(C4=CC=CC=C4O2)O"	0.52
"(4r)-3-(1,3-benzodioxol-5-yloxymethyl)-4-(4-fluorophenyl)piperidine"	"C1CNCC([C@@H]1C2=CC=C(C=C2)F)COC3=CC4=C(C=C3)OCO4"	0.52
"11-[3-(methylamino)propyl]-5,6-dihydrobenzo[b][1]benzazepin-3-ol"	"CNCCCN1C2=C(CCC3=CC=CC=C31)C=C(C=C2)O"	0.53
"propyl 4-aminobenzoate"	"CCCOC(=O)C1=CC=C(C=C1)N"	0.55
"3-methylbutyl acetate"	"CC(C)CCOC(=O)C"	0.55
"(4r,4ar,7s,7ar,12bs)-9-methoxy-3-methyl-2,4,4a,5,6,7,7a,13-octahydro-1h-4,12-methanobenzofuro[3,2-e]isoquinolin-7-ol"	"CN1CC[C@]23[C@@H]4[C@H]1CC5=C2C(=C(C=C5)OC)O[C@H]3[C@H](CC4)O"	0.55
"2-bromopropane"	"CC(C)Br"	0.56
"n-[4-[2-(6-cyano-3,4-dihydro-1h-isoquinolin-2-yl)ethyl]cyclohexyl]quinoline-4-carboxamide"	"C1CC(CCC1CCN2CCC3=C(C2)C=CC(=C3)C#N)NC(=O)C4=CC=NC5=CC=CC=C45"	0.56
"1,2,3,4-tetrahydroisoquinoline"	"C1CNCC2=CC=CC=C21"	0.56
"(2r)-n-methyl-1-phenyl-n-prop-2-ynylpropan-2-amine"	"C[C@H](CC1=CC=CC=C1)N(C)CC#C"	0.57
"n-[1-(1,3-benzodioxol-5-ylmethyl)piperidin-4-yl]-5-methoxy-1h-indazol-3-amine"	"COC1=CC2=C(C=C1)NN=C2NC3CCN(CC3)CC4=CC5=C(C=C4)OCO5"	0.57
"1-[4-[4-[2-tert-butyl-6-(trifluoromethyl)pyrimidin-4-yl]piperazin-1-yl]butyl]-4-methylpyridin-2-one"	"CC1=CC(=O)N(C=C1)CCCCN2CCN(CC2)C3=NC(=NC(=C3)C(F)(F)F)C(C)(C)C"	0.57
"1-(6-fluoro-3,4-dihydro-2h-chromen-2-yl)-2-[[2-(6-fluoro-3,4-dihydro-2h-chromen-2-yl)-2-hydroxyethyl]amino]ethanol"	"C1CC2=C(C=CC(=C2)F)OC1C(CNCC(C3CCC4=C(O3)C=CC(=C4)F)O)O"	0.57
"n-(2,4,6-tribromophenyl)-4,5-dihydro-1h-imidazol-2-amine"	"C1CN=C(N1)NC2=C(C=C(C=C2Br)Br)Br"	0.58
"(2s)-1-(9h-carbazol-4-yloxy)-3-(1-fluoropropan-2-ylamino)propan-2-ol"	"CC(CF)NC[C@@H](COC1=CC=CC2=C1C3=CC=CC=C3N2)O"	0.58
"7-chloro-3-hydroxy-5-phenyl-1,3-dihydro-1,4-benzodiazepin-2-one"	"C1=CC=C(C=C1)C2=NC(C(=O)NC3=C2C=C(C=C3)Cl)O"	0.6
"n-methyl-3-phenothiazin-10-ylpropan-1-amine"	"CNCCCN1C2=CC=CC=C2SC3=CC=CC=C31"	0.6
"methyl 3-benzoyloxy-8-methyl-8-azabicyclo[3.2.1]octane-2-carboxylate"	"CN1C2CCC1C(C(C2)OC(=O)C3=CC=CC=C3)C(=O)OC"	0.6
"5-chloro-n-(2,2-difluoroethyl)-4-methyl-3,4-dihydro-1h-quinazolin-2-imine"	"CC1C2=C(C=CC=C2Cl)NC(=NCC(F)F)N1"	0.6
"1-ethyl-10-[(1-hydroxycyclopropyl)methyl]-13,13-dimethyl-10-azatricyclo[7.3.1.02,7]trideca-2(7),3,5-trien-4-ol"	"CCC12CCN(C(C1(C)C)CC3=C2C=C(C=C3)O)CC4(CC4)O"	0.6
"1-[3-(4-butylpiperidin-1-yl)propyl]-3,4-dihydroquinolin-2-one"	"CCCCC1CCN(CC1)CCCN2C(=O)CCC3=CC=CC=C32"	0.6
"methyl (2r,3s)-3-benzoyloxy-8-methyl-8-azabicyclo[3.2.1]octane-2-carboxylate"	"CN1C2CCC1[C@H]([C@H](C2)OC(=O)C3=CC=CC=C3)C(=O)OC"	0.6
"8-chloro-6-piperazin-1-ylbenzo[b][1,4]benzoxazepine"	"C1CN(CCN1)C2=NC3=CC=CC=C3OC4=C2C=C(C=C4)Cl"	0.6
"2-piperazin-1-ylpyrimidine"	"C1CN(CCN1)C2=NC=CC=N2"	0.6
"tert-butylcyclohexane"	"CC(C)(C)C1CCCCC1"	0.61
"4-(3-cyclopentyloxy-4-methoxyphenyl)pyrrolidin-2-one"	"COC1=C(C=C(C=C1)C2CC(=O)NC2)OC3CCCC3"	0.61
"n-[(2-cyclopropyl-6-methoxy-1,3-benzothiazol-5-yl)methyl]-2-phenylpiperidin-3-amine"	"COC1=CC2=C(C=C1CNC3CCCNC3C4=CC=CC=C4)N=C(S2)C5CC5"	0.62
"1-[2-(dimethylamino)-1-(4-methoxyphenyl)ethyl]cyclohexan-1-ol"	"CN(C)CC(C1=CC=C(C=C1)OC)C2(CCCCC2)O"	0.62
"n-[[2-methoxy-5-(trifluoromethoxy)phenyl]methyl]-2-phenylpiperidin-3-amine"	"COC1=C(C=C(C=C1)OC(F)(F)F)CNC2CCCNC2C3=CC=CC=C3"	0.63
"[2,8-bis(trifluoromethyl)quinolin-4-yl]-piperidin-2-ylmethanol"	"C1CCNC(C1)C(C2=CC(=NC3=C2C=CC=C3C(F)(F)F)C(F)(F)F)O"	0.63
"n,n-dimethyl-2-(1-phenyl-1-pyridin-2-ylethoxy)ethanamine"	"CC(C1=CC=CC=C1)(C2=CC=CC=N2)OCCN(C)C"	0.64
"n,n-dimethyl-2-[(1s)-1-phenyl-1-pyridin-2-ylethoxy]ethanamine"	"C[C@](C1=CC=CC=C1)(C2=CC=CC=N2)OCCN(C)C"	0.64
"3-[[4-(4-chlorophenyl)piperazin-1-yl]methyl]pyrazolo[1,5-a]pyridine"	"C1CN(CCN1CC2=C3C=CC=CN3N=C2)C4=CC=C(C=C4)Cl"	0.64
"5-(3,4-dichlorophenyl)-6-ethylpyrimidine-2,4-diamine"	"CCC1=C(C(=NC(=N1)N)N)C2=CC(=C(C=C2)Cl)Cl"	0.65
"decane"	"CCCCCCCCCC"	0.67
"octane"	"CCCCCCCC"	0.69
"n-[3-[3-(piperidin-1-ylmethyl)phenoxy]propyl]pyridin-2-amine"	"C1CCN(CC1)CC2=CC(=CC=C2)OCCCNC3=CC=CC=N3"	0.69
"1,2,3,4-tetrahydroquinoline"	"C1CC2=CC=CC=C2NC1"	0.7
"2-cyano-4-(2-hydroxyethoxy)-n-methyl-6-(spiro[3.5]nonan-7-ylmethylamino)pyrimidine-5-carboxamide"	"CNC(=O)C1=C(N=C(N=C1OCCO)C#N)NCC2CCC3(CCC3)CC2"	0.7
"2-[4-[3-(2-chlorophenothiazin-10-yl)propyl]piperazin-1-yl]ethanol"	"C1CN(CCN1CCCN2C3=CC=CC=C3SC4=C2C=C(C=C4)Cl)CCO"	0.7
"2-[2-(4-benzo[b][1,4]benzothiazepin-6-ylpiperazin-1-yl)ethoxy]ethanol"	"C1CN(CCN1CCOCCO)C2=NC3=CC=CC=C3SC4=CC=CC=C42"	0.7
"oct-1-ene"	"CCCCCCC=C"	0.74
"1-[4-(1,3-benzodioxol-5-yl)-4-methoxycyclohexyl]-4-[(3-methoxyphenyl)methyl]piperidine"	"COC1=CC=CC(=C1)CC2CCN(CC2)C3CCC(CC3)(C4=CC5=C(C=C4)OCO5)OC"	0.74
"8-chloro-6-(2-chlorophenyl)-1-methyl-4h-imidazo[1,5-a][1,4]benzodiazepine"	"CC1=NC=C2N1C3=C(C=C(C=C3)Cl)C(=NC2)C4=CC=CC=C4Cl"	0.74
"2-methylsulfanyl-10-(2-piperidin-3-ylethyl)phenothiazine"	"CSC1=CC2=C(C=C1)SC3=CC=CC=C3N2CCC4CCCNC4"	0.75
"(2r)-2-[1-[(4-fluorophenyl)methyl]benzimidazol-2-yl]morpholine"	"C1CO[C@H](CN1)C2=NC3=CC=CC=C3N2CC4=CC=C(C=C4)F"	0.77
"2-methyl-4-(4-methylpiperazin-1-yl)-5h-thieno[3,2-c][1,5]benzodiazepine"	"CC1=CC2=C(NC3=CC=CC=C3N=C2S1)N4CCN(CC4)C"	0.78
"1-[4-[1,3-benzothiazol-2-yl(methyl)amino]piperidin-1-yl]-3-(4-fluorophenoxy)propan-2-ol"	"CN(C1CCN(CC1)CC(COC2=CC=C(C=C2)F)O)C3=NC4=CC=CC=C4S3"	0.78
"6-(4-chlorophenyl)-3-[3-methoxy-4-(2-pyrrolidin-1-ylethoxy)phenyl]thieno[3,2-d]pyrimidin-4-one"	"COC1=C(C=CC(=C1)N2C=NC3=C(C2=O)SC(=C3)C4=CC=C(C=C4)Cl)OCCN5CCCC5"	0.78
"2-[(z)-[5-methoxy-1-[4-(trifluoromethyl)phenyl]pentylidene]amino]oxyethanamine"	"COCCCC/C(=N/OCCN)/C1=CC=C(C=C1)C(F)(F)F"	0.79
"2-[(e)-[5-methoxy-1-[4-(trifluoromethyl)phenyl]pentylidene]amino]oxyethanamine"	"COCCCC/C(=N\OCCN)/C1=CC=C(C=C1)C(F)(F)F"	0.79
"2-[[5-methoxy-1-[4-(trifluoromethyl)phenyl]pentylidene]amino]oxyethanamine"	"COCCCCC(=NOCCN)C1=CC=C(C=C1)C(F)(F)F"	0.79
"2-methylsulfanyl-10-(2-piperidin-2-ylethyl)phenothiazine"	"CSC1=CC2=C(C=C1)SC3=CC=CC=C3N2CCC4CCCCN4"	0.8
"8-chloro-6-(4-methylpiperazin-1-yl)benzo[b][1,4]benzoxazepine"	"CN1CCN(CC1)C2=NC3=CC=CC=C3OC4=C2C=C(C=C4)Cl"	0.8
"4-(4-ethylphenyl)-n-methyl-n-[1-(3-piperidin-1-ylpyrrolidine-1-carbonyl)pyrrolidin-3-yl]benzamide"	"CCC1=CC=C(C=C1)C2=CC=C(C=C2)C(=O)N(C)C3CCN(C3)C(=O)N4CCC(C4)N5CCCCC5"	0.81
"5-(3,4-dichlorophenyl)-6-methylpyrimidine-2,4-diamine"	"CC1=C(C(=NC(=N1)N)N)C2=CC(=C(C=C2)Cl)Cl"	0.81
"(1s,2r)-2-(4-fluorophenyl)cyclopropan-1-amine"	"C1[C@@H]([C@H]1N)C2=CC=C(C=C2)F"	0.81
"4,16-dimethyl-14-oxa-4-azatetracyclo[13.4.0.02,7.08,13]nonadeca-1(19),8,10,12,15,17-hexaen-7-ol"	"CC1=C2C(=CC=C1)C3CN(CCC3(C4=CC=CC=C4O2)O)C"	0.82
"(2r,7r)-4,16-dimethyl-14-oxa-4-azatetracyclo[13.4.0.02,7.08,13]nonadeca-1(19),8,10,12,15,17-hexaen-7-ol"	"CC1=C2C(=CC=C1)[C@@H]3CN(CC[C@@]3(C4=CC=CC=C4O2)O)C"	0.82
"1-[10-[3-(4-methylpiperazin-1-yl)propyl]phenothiazin-2-yl]butan-1-one"	"CCCC(=O)C1=CC2=C(C=C1)SC3=CC=CC=C3N2CCCN4CCN(CC4)C"	0.83
"1-(4-fluorophenyl)-4-(4-methylpiperidin-1-yl)butan-1-one"	"CC1CCN(CC1)CCCC(=O)C2=CC=C(C=C2)F"	0.83
"n-[1-(1,3-benzodioxol-5-ylmethyl)piperidin-4-yl]-5-chloro-1h-indazol-3-amine"	"C1CN(CCC1NC2=NNC3=C2C=C(C=C3)Cl)CC4=CC5=C(C=C4)OCO5"	0.83
"ethyl 1-methyl-4-phenylpiperidine-4-carboxylate"	"CCOC(=O)C1(CCN(CC1)C)C2=CC=CC=C2"	0.85
"1-(2-bicyclo[2.2.1]hept-5-enyl)-1-phenyl-3-piperidin-1-ylpropan-1-ol"	"C1CCN(CC1)CCC(C2CC3CC2C=C3)(C4=CC=CC=C4)O"	0.85
"n-[(2-tert-butyl-6-methoxy-1,3-benzothiazol-5-yl)methyl]-2-phenylpiperidin-3-amine"	"CC(C)(C)C1=NC2=C(S1)C=C(C(=C2)CNC3CCCNC3C4=CC=CC=C4)OC"	0.85
"non-1-ene"	"CCCCCCCC=C"	0.86
"2-methylhexane"	"CCCCC(C)C"	0.86
"n-[(2-methoxyphenyl)methyl]-2-phenylpiperidin-3-amine"	"COC1=CC=CC=C1CNC2CCCNC2C3=CC=CC=C3"	0.87
"[3-[1-(dimethylamino)ethyl]phenyl] n-ethyl-n-methylcarbamate"	"CCN(C)C(=O)OC1=CC=CC(=C1)C(C)N(C)C"	0.88
"[3-[(1s)-1-(dimethylamino)ethyl]phenyl] n-ethyl-n-methylcarbamate"	"CCN(C)C(=O)OC1=CC=CC(=C1)[C@H](C)N(C)C"	0.88
"n-[[2-(difluoromethoxy)-5-(trifluoromethoxy)phenyl]methyl]-2-phenylpiperidin-3-amine"	"C1CC(C(NC1)C2=CC=CC=C2)NCC3=C(C=CC(=C3)OC(F)(F)F)OC(F)F"	0.88
"(2r)-2-[1-[(4-fluorophenyl)methyl]benzimidazol-2-yl]thiomorpholine"	"C1CS[C@H](CN1)C2=NC3=CC=CC=C3N2CC4=CC=C(C=C4)F"	0.89
"3-methylhexane"	"CCCC(C)CC"	0.9
"methylcyclopentane"	"CC1CCCC1"	0.9
"4-amino-5-chloro-n-[2-(diethylamino)ethyl]-2-methoxybenzamide"	"CCN(CC)CCNC(=O)C1=CC(=C(C=C1OC)N)Cl"	0.9
"2,6-ditert-butyl-4-[[4-[2-(4-chlorophenyl)-2-hydroxyethyl]piperazin-1-yl]methyl]phenol"	"CC(C)(C)C1=CC(=CC(=C1O)C(C)(C)C)CN2CCN(CC2)CC(C3=CC=C(C=C3)Cl)O"	0.91
"2-[4-[(e)-1,2-diphenylbut-1-enyl]phenoxy]-n,n-dimethylethanamine"	"CC/C(=C(/C1=CC=CC=C1)\C2=CC=C(C=C2)OCCN(C)C)/C3=CC=CC=C3"	0.92
"2-[4-(1,2-diphenylbut-1-enyl)phenoxy]-n,n-dimethylethanamine"	"CCC(=C(C1=CC=CC=C1)C2=CC=C(C=C2)OCCN(C)C)C3=CC=CC=C3"	0.92
"n-[(2-methoxy-5-propan-2-ylphenyl)methyl]-2-phenylpiperidin-3-amine"	"CC(C)C1=CC(=C(C=C1)OC)CNC2CCCNC2C3=CC=CC=C3"	0.92
"1-phenylpropan-2-amine"	"CC(CC1=CC=CC=C1)N"	0.93
"(2s)-n-methyl-1-phenylpropan-2-amine"	"C[C@@H](CC1=CC=CC=C1)NC"	0.96
"dec-1-ene"	"CCCCCCCCC=C"	0.96
"n-[[5-tert-butyl-2-(trifluoromethoxy)phenyl]methyl]-2-phenylpiperidin-3-amine"	"CC(C)(C)C1=CC(=C(C=C1)OC(F)(F)F)CNC2CCCNC2C3=CC=CC=C3"	0.96
"methylcyclohexane"	"CC1CCCCC1"	0.96
"3-(2-chlorophenothiazin-10-yl)propan-1-amine"	"C1=CC=C2C(=C1)N(C3=C(S2)C=CC(=C3)Cl)CCCN"	0.97
"n-[(5-tert-butyl-2-methoxyphenyl)methyl]-2-phenylpiperidin-3-amine"	"CC(C)(C)C1=CC(=C(C=C1)OC)CNC2CCCNC2C3=CC=CC=C3"	0.98
"1-[[2-iodo-5-(piperidin-1-ylmethyl)phenyl]methyl]piperidine"	"C1CCN(CC1)CC2=CC(=C(C=C2)I)CN3CCCCC3"	0.98
"3-(5,6-dihydrobenzo[b][1]benzazepin-11-yl)-n,n,2-trimethylpropan-1-amine"	"CC(CN1C2=CC=CC=C2CCC3=CC=CC=C31)CN(C)C"	0.99
"5-methyl-2,5-diazatetracyclo[13.4.0.02,7.08,13]nonadeca-1(19),8,10,12,15,17-hexaene"	"CN1CCN2C(C1)C3=CC=CC=C3CC4=CC=CC=C42"	0.99
"2-methylpentane"	"CCCC(C)C"	1.0
"tert-butyl 4-[4-[bis(2-chloroethyl)amino]phenyl]butanoate"	"CC(C)(C)OC(=O)CCCC1=CC=C(C=C1)N(CCCl)CCCl"	1.0
"2,2-dimethylbutane"	"CCC(C)(C)C"	1.0
"3-methylpentane"	"CCC(C)CC"	1.0
"(3e)-3-(6h-benzo[c][1]benzoxepin-11-ylidene)-n,n-dimethylpropan-1-amine"	"CN(C)CC/C=C/1\C2=CC=CC=C2COC3=CC=CC=C31"	1.0
"3-(6h-benzo[c][1]benzoxepin-11-ylidene)-n,n-dimethylpropan-1-amine"	"CN(C)CCC=C1C2=CC=CC=C2COC3=CC=CC=C31"	1.0
"(3,4,8b-trimethyl-2,3a-dihydro-1h-pyrrolo[2,3-b]indol-7-yl) n-phenylcarbamate"	"CC12CCN(C1N(C3=C2C=C(C=C3)OC(=O)NC4=CC=CC=C4)C)C"	1.0
"4-[1-[2-(2,4-difluorophenyl)ethyl]piperidin-4-yl]sulfonylbenzonitrile"	"C1CN(CCC1S(=O)(=O)C2=CC=C(C=C2)C#N)CCC3=C(C=C(C=C3)F)F"	1.0
"1-hexyl-4-(4-iodophenyl)piperazine"	"CCCCCCN1CCN(CC1)C2=CC=C(C=C2)I"	1.01
"1,2,4-trimethylcyclohexane"	"CC1CCC(C(C1)C)C"	1.02
"9-chloro-4-methyl-13-oxa-4-azatetracyclo[12.4.0.02,6.07,12]octadeca-1(18),7(12),8,10,14,16-hexaene"	"CN1CC2C(C1)C3=C(C=CC(=C3)Cl)OC4=CC=CC=C24"	1.03
"n-methyl-3-(2-tricyclo[9.4.0.03,8]pentadeca-1(15),3,5,7,11,13-hexaenylidene)propan-1-amine"	"CNCCC=C1C2=CC=CC=C2CCC3=CC=CC=C31"	1.04
"(3s)-3-(5-chloro-2-methoxyphenyl)-3-fluoro-6-(trifluoromethyl)-1h-indol-2-one"	"COC1=C(C=C(C=C1)Cl)[C@]2(C3=C(C=C(C=C3)C(F)(F)F)NC2=O)F"	1.04
"2-methylnonane"	"CCCCCCCC(C)C"	1.05
"n,n-dimethyl-3-(2-tricyclo[9.4.0.03,8]pentadeca-1(15),3,5,7,9,11,13-heptaenylidene)propan-1-amine"	"CN(C)CCC=C1C2=CC=CC=C2C=CC3=CC=CC=C31"	1.06
"1,2-dimethylcyclohexane"	"CC1CCCCC1C"	1.07
"1-(4-ethylphenyl)-2-methyl-3-pyrrolidin-1-ylpropan-1-one"	"CCC1=CC=C(C=C1)C(=O)C(C)CN2CCCC2"	1.08
"1-cyclohexyl-n-methylpropan-2-amine"	"CC(CC1CCCCC1)NC"	1.08
"(2r)-1-cyclohexyl-n-methylpropan-2-amine"	"C[C@H](CC1CCCCC1)NC"	1.08
"1-[(4-fluorophenyl)methyl]-n-[1-[2-(4-methoxyphenyl)ethyl]piperidin-4-yl]benzimidazol-2-amine"	"COC1=CC=C(C=C1)CCN2CCC(CC2)NC3=NC4=CC=CC=C4N3CC5=CC=C(C=C5)F"	1.1
"1-methyl-16-azatetracyclo[7.6.1.02,7.010,15]hexadeca-2,4,6,10,12,14-hexaene"	"CC12C3=CC=CC=C3CC(N1)C4=CC=CC=C24"	1.11
"4-[[1-[(e)-3-iodoprop-2-enyl]piperidin-4-yl]methoxy]benzonitrile"	"C1CN(CCC1COC2=CC=C(C=C2)C#N)C/C=C/I"	1.13
"4-[[1-(3-iodoprop-2-enyl)piperidin-4-yl]methoxy]benzonitrile"	"C1CN(CCC1COC2=CC=C(C=C2)C#N)CC=CI"	1.13
"3-(1-benzylpiperidin-4-yl)-1-(2,3,4,5-tetrahydro-1h-1-benzazepin-8-yl)propan-1-one"	"C1CCNC2=C(C1)C=CC(=C2)C(=O)CCC3CCN(CC3)CC4=CC=CC=C4"	1.14
"1-[4-(2-methoxyethyl)phenoxy]-3-(propan-2-ylamino)propan-2-ol"	"CC(C)NCC(COC1=CC=C(C=C1)CCOC)O"	1.15
"n,n'-bis(3-ethylphenyl)ethanimidamide"	"CCC1=CC(=CC=C1)NC(=NC2=CC=CC(=C2)CC)C"	1.2
"n-[(6-methoxy-2-phenyl-1,3-benzothiazol-5-yl)methyl]-2-phenylpiperidin-3-amine"	"COC1=CC2=C(C=C1CNC3CCCNC3C4=CC=CC=C4)N=C(S2)C5=CC=CC=C5"	1.26
"4-[4-(4-chlorophenyl)-4-hydroxypiperidin-1-yl]-1-(4-fluorophenyl)butan-1-one"	"C1CN(CCC1(C2=CC=C(C=C2)Cl)O)CCCC(=O)C3=CC=C(C=C3)F"	1.3
"n,n-dimethyl-1-phenothiazin-10-ylpropan-2-amine"	"CC(CN1C2=CC=CC=C2SC3=CC=CC=C31)N(C)C"	1.3
